department,product_category,product_type,brand,name,initial_price,discounted_price,qty,customer_rating
Appliances,Vacuum Cleaners & Floor Care,Robot Vacuum,Brand CC,App-Controlled Robot Vacuum,449.99000000000001,299.99000000000001,15,4.2999999999999998
Appliances,Major Kitchen Appliances,Microwave,Brand M,"1.6cu ft Over-the-Range Microwave, Stainless Steel",289.99000000000001,199.99000000000001,15,4
Appliances,Vacuum Cleaners & Floor Care,Robot Vacuum,Brand S,App-Controlled Robot Vacuum,299.99000000000001,199.99000000000001,15,4.5
Audio,Headphones,Wireless Earphones,Brand D,Wireless Earbud Headphones,249.99000000000001,119.98999999999999,25,4.5
Audio,Headphones,Wireless Earphones,Brand T,Sport Wireless Earbud Headphones,219.99000000000001,131.99000000000001,25,4.0999999999999996
Cameras,DSLR Cameras,Body Only,Brand AA,"DSLR Camera, Body Only, Black",1499.99,999.99000000000001,10,4.9000000000000004
Cameras,Mirrorless Cameras,Camera Package,Brand DD,Mirrorless Camera Two Lens Kit with 16-50mm and 55-210mm Le,849.99000000000001,599.99000000000001,10,4.7000000000000002
Cameras,Mirrorless Cameras,Camera Package,Brand DD,"Full-Frame Mirrorless Camera with 28-70mm Lens, Black",1599.99,999.99000000000001,10,4.7999999999999998
Cameras,DSLR Cameras,Camera Package,Brand E,"DSLR Camera with 18-55mm IS STM Lens, Black",1149.99,899.99000000000001,15,4.7999999999999998
Cameras,DSLR Cameras,Camera Package,Brand AA,DSLR Two Lens Kit with AF-P DX NIKKOR 18-55mmf/3.5-5.6G VR &,449.99000000000001,399.99000000000001,20,4.7999999999999998
Cameras,DSLR Cameras,Camera Package,Brand AA,"DSLR Two Lens Kit with 18-55mm and 70-300mm Lenses, Black",1199.99,999.99000000000001,20,4.9000000000000004
Cameras,Mirrorless Cameras,Camera Package,Brand DD,Mirrorless Camera with FE 28-70mm F3.5-5.6 OSS Lens,2199.9899999999998,1999.99,20,4.9000000000000004
Cameras,Mirrorless Cameras,Camera Package,Brand E,Mirrorless Camera with Lens,629.99000000000001,599.99000000000001,20,4.7999999999999998
Cameras,DSLR Cameras,Camera Package,Brand E,DSLR Two Lens Kit with EF-S 18-55mm IS II and EF 75-300m,399.99000000000001,359.99000000000001,20,4.7999999999999998
Cameras,DSLR Cameras,Body Only,Brand E,"DSLR Camera, Body Only, Black",2499.9899999999998,2199.9899999999998,20,4.9000000000000004
Cell Phones,Cell Phones and Accessories,Headsets,Brand HH,Wireless Wearable Speaker - Black,299.99000000000001,249.99000000000001,15,4.7000000000000002
Cell Phones,Cell Phones and Accessories,Headsets,Brand II,Wireless Noise Cancelling Earbud Headphones - Graphite,129.99000000000001,84.989999999999995,20,4
Cell Phones,Cell Phones and Accessories,Headsets,Brand W,Wireless Bluetooth Headset - Black,199.99000000000001,159.99000000000001,20,4.0999999999999996
Computers&Tablets,Laptops,2-in-1 Chromebook,Brand BB,"2-in-1 12.2"" Touch-Screen Chromebook, Intel Celeron, 4GB RAM, 32G",449,299,8,4.5
Computers&Tablets,Laptops,2-in-1 Laptop,Brand G,"2-in-1 11.6"" 4GB RAM 32GB Flash Memory",259.99000000000001,169,8,4.7000000000000002
Computers&Tablets,Laptops,PC Laptop,Brand G,"15.6"" Touch-Screen Laptop, Intel Core i5, 8GB Ram, 256GB SSD",599.99000000000001,349.99000000000001,8,4.5
Computers&Tablets,Monitors,LED,Brand P,"20.7"" LED FHD Monitor",99.900000000000006,59.990000000000002,8,4.5999999999999996
Computers&Tablets,Laptops,2-in-1 Chromebook,Brand P,"2-in-1 14"" Touch-Screen Chromebook, Intel Core i3, 8GB RAM, 64GB eMMC Fla",599,349,8,4.5999999999999996
Computers&Tablets,Laptops,2-in-1 Laptop,Brand P,"2-in-1 14"" Touch-Screen Laptop, Intel Core i5, 8GB RAM, 256GB S",799.99000000000001,499.99000000000001,8,4.5999999999999996
Computers&Tablets,Laptops,2-in-1 Chromebook,Brand V,"2-in-1 11.6"" Touch-Screen Chromebook, 4GB RAM, 32GB eMMC Flash Mem",299,179,8,4.5
Computers&Tablets,Laptops,2-in-1 Chromebook,Brand A,"2-in-1 11.6"" Touch-Screen Chromebook, Intel Celeron, 4GB RAM, 32GB",279.99000000000001,219,10,4.5
Computers&Tablets,Laptops,Chromebook,Brand BB,"11.6"" Chromebook, Intel Atom x5, 2GB Ram, 16GB eMMC Flash Memory",189,89,10,4.5999999999999996
Computers&Tablets,Laptops,2-in-1 Laptop,Brand BB,"2-in-1 13.3"" 8GB RAM 256GB Flash Memory ",1099.99,749.99000000000001,10,4.7000000000000002
Computers&Tablets,Laptops,2-in-1 Chromebook,Brand G,"2-in-1 14"" Touch-Screen Chromebook, Intel Core i3, 4GB RAM, 128GB",549,449,10,4.5999999999999996
Computers&Tablets,Laptops,PC Laptop,Brand G,"15.6"" Touch-Screen Laptop, Intel Core i3, 8GB Ram, 128GB SSD",449.99000000000001,279.99000000000001,10,4.5
Computers&Tablets,Tablets,Tablet,Brand H,"10.1"" Tablet, 32GB",99.989999999999995,59.990000000000002,10,3.7000000000000002
Computers&Tablets,Tablets,Tablet,Brand N,"12.3"" Tablet, 64GB",799.99000000000001,449,10,4.0999999999999996
Computers&Tablets,Laptops,PC Laptop,Brand P,"14"" Laptop, AMD A9 Series, 4GB Ram, AMD Radeon R5, 128GB SSD, WIndows",299.99000000000001,199.99000000000001,10,4.5
Computers&Tablets,Laptops,2-in-1 Laptop,Brand P,"2-in-1 11.6"" Touch-Screen Laptop, Intel Pentium, 4GB RAM, 128GB",399.99000000000001,279.99000000000001,10,4.5999999999999996
Computers&Tablets,Laptops,PC Laptop,Brand P,"17.3"" Laptop, Intel Core i5, 8GB Memory, 256GB SSD, Jet Black, Maglia Pattern",599.99000000000001,399.99000000000001,10,4.5999999999999996
Computers&Tablets,Desktops and All-In-Ones,Desktop,Brand P,"Desktop, Intel Core i7, 8GB RAM, 256GB SSD",799.99000000000001,499.99000000000001,10,4.7000000000000002
Computers&Tablets,Laptops,2-in-1 Laptop,Brand P,"2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop, Intel Core i7, 16GB",1599.99,1099.99,10,4.5999999999999996
Computers&Tablets,Laptops,PC Laptop,Brand V,"11.4"" Laptop, AMD A6 Series, 4GB Ram, AMD Radeon R4, 65GB e",229.99000000000001,129.99000000000001,10,4.0999999999999996
Computers&Tablets,Laptops,Chromebook,Brand BB,"11.6"" Chromebook, Intel Atom x5, 4GB Memory, 32GB eMMC Flash Memo",219,119,12,4.5999999999999996
Computers&Tablets,Laptops,PC Laptop,Brand BB,"15"" 16GB RAM 256GB Solid State Drive",1249.99,949.99000000000001,12,4.5999999999999996
Computers&Tablets,Printers,All-In-One,Brand E,Wireless All-in-One Printer,129.99000000000001,69.989999999999995,12,4.0999999999999996
Computers&Tablets,Printers,All-In-One,Brand E,Wireless Color All-in-One Printer,349.99000000000001,169.99000000000001,12,4.2000000000000002
Computers&Tablets,Monitors,LED,Brand G,"27"" LED QHD G-Sync Monitor, Black",599.99000000000001,349.99000000000001,12,4.5999999999999996
Computers&Tablets,Printers,All-In-One,Brand K,Wireless All-in-One Printer,249.99000000000001,149.99000000000001,12,4.5999999999999996
Computers&Tablets,Printers,All-In-One,Brand P,Wireless All-in-One Printer,69.989999999999995,19.989999999999998,12,4.0999999999999996
Computers&Tablets,Printers,All-In-One,Brand P,Wireless All-in-One Instant Ink Ready Printer,179.99000000000001,79.989999999999995,12,4.5
Computers&Tablets,Monitors,LED,Brand P,"27"" IPS LED FHD FreeSync Monitor, 27f",249.99000000000001,109.98999999999999,12,4.7999999999999998
Computers&Tablets,Monitors,LED,Brand P,"31.5"" IPS LED FHD Monitor",299.99000000000001,149.99000000000001,12,4.5999999999999996
Computers&Tablets,Monitors,LED,Brand P,"32"" LED QHD Monitor",379.99000000000001,209.99000000000001,12,4.7000000000000002
Computers&Tablets,Laptops,PC Laptop,Brand P,"2-in-1 15.6"" Touch-Screen Laptop, Intel Core i7, 12GB RAM, 512GB S",1099.99,899.99000000000001,12,4.7000000000000002
Computers&Tablets,Desktops and All-In-Ones,Desktop,Brand P,"Intel Core i7 9700, 16GB RAM, NVIDIA GeForce GTX 1660 Ti,",1249.99,899.99000000000001,12,4.7000000000000002
Computers&Tablets,Laptops,PC Laptop,Brand Y,"13.5"" 8GB RAM 256GB Solid State Drive",1299.99,999,12,4.5999999999999996
Computers&Tablets,Monitors,LED,Brand BB,"28"" LED 4K UHD Monitor, UE590 Series",299.99000000000001,229.99000000000001,15,4.5
Computers&Tablets,Monitors,LED,Brand C,"24"" LED FHD Monitor, Black",249.99000000000001,169.99000000000001,15,4.7999999999999998
Computers&Tablets,Printers,All-In-One,Brand P,Color Wireless All-in-One Printer,428.99000000000001,279.99000000000001,15,4.5999999999999996
Computers&Tablets,Desktops and All-In-Ones,All-In-One,Brand P,"23.8"" Touch-Screen All-in-One, Intel Core i5, 12GB RAM, 256GB SSD",949.99000000000001,699.99000000000001,15,4.7000000000000002
Computers&Tablets,Desktops and All-In-Ones,All-In-One,Brand P,"27"" Touch-Screen All-in-One, Intel Core i7, 12GB RAM, 256GB SSD",1379.99,999.99000000000001,15,4.7999999999999998
Computers&Tablets,Desktops and All-In-Ones,All-In-One,Brand V,"23.8"" Touch-Screen All-in-One, AMD Ryzen 3-Series, 8GB Memory, 256GB",679.99000000000001,529.99000000000001,15,4.5999999999999996
TV&Home Theater,"TVS 30"" to 45""",1080p LED Smart,Brand BB,"40"" 1080p Smart LED HDTV, 5 Series",259.99000000000001,179.99000000000001,8,4.7000000000000002
TV&Home Theater,"TVS 70"" - 75""",4K LED,Brand BB,"75"" 4K UHD HDR Smart LED TV, NU6900 Series",899.99000000000001,749.99000000000001,8,4.5999999999999996
TV&Home Theater,Video,Blu-Ray Players,Brand BB,Streaming 4K Ultra HD Audio Wi-Fi Built-In Blu-Ray Player,299.99000000000001,149.99000000000001,8,4.7000000000000002
TV&Home Theater,Video,Blu-Ray Players,Brand DD,Streaming 4K Ultra HD Hi-Res Audio Wi-Fi Built-In Blu-Ray Player,249.99000000000001,129.99000000000001,8,4.7999999999999998
TV&Home Theater,"TVS 50"" - 55""",4K LED,Brand DD,"55"" 4K UHD HDR Smart LED TV, X800G Series",699.99000000000001,499.99000000000001,8,4.7000000000000002
TV&Home Theater,"TVS 70"" - 75""",4K LED,Brand DD,"75"" 4K UHD HDR LED Smart TV, X800G Series",1399.99,1099.99,8,4.7999999999999998
TV&Home Theater,"TVS 85""",4K LED,Brand DD,"85"" 4K UHD HDR Smart LED TV, X900F Series",2999.9899999999998,2599.9899999999998,8,4.7999999999999998
TV&Home Theater,"TVS 65""",4K LED,Brand O,"65"" 4K UHD HDR Smart LED TV, H6500F Series",499.99000000000001,299.99000000000001,8,4.0999999999999996
TV&Home Theater,"TVS 30"" to 45""",720p LED HDTV,Brand W,"32"" 720p LED HDTV",169.99000000000001,99.989999999999995,8,4.7000000000000002
TV&Home Theater,"TVS 50"" - 55""",4K LED,Brand W,"55"" 4K UHD HDR Smart LED TV, UK6090PUA Series",399.99000000000001,299.99000000000001,8,4.7000000000000002
TV&Home Theater,Video,Blu-Ray Players,Brand W,4K Ultra HD Blu-Ray Player,199.99000000000001,99.989999999999995,8,4.5999999999999996
TV&Home Theater,"TVS 30"" to 45""",4K LED,Brand BB,"43"" 4K UHD HDR Smart LED TV, 6 Series",279.99000000000001,229.99000000000001,10,4.7000000000000002
TV&Home Theater,Video,Blu-Ray Players,Brand DD,Streaming 4K Ultra HD Hi-Res Audio Wi-Fi Built-In Blu-Ray Player,299.99000000000001,199.99000000000001,10,4.5999999999999996
TV&Home Theater,"TVS 30"" to 45""",720p LED Smart,Brand EE,"32"" 720p Smart LED HDTV Roku TV, 3 Series",129.99000000000001,119.98999999999999,10,4.7000000000000002
TV&Home Theater,Video,Blu-Ray Players,Brand W,Streaming Audio Wi-Fi Built-In Blu-Ray Player,79.989999999999995,49.990000000000002,10,4.0999999999999996
TV&Home Theater,"TVS 50"" - 55""",4K LED,Brand BB,"50"" 4K UHD HDR Smart LED TV, 7 Series",399.99000000000001,349.99000000000001,12,4.7000000000000002
TV&Home Theater,"TVS 50"" - 55""",4K LED,Brand BB,"50"" 4K UHD HDR Smart LED TV, NU6900 Series",329.99000000000001,279.99000000000001,12,4.5999999999999996
TV&Home Theater,"TVS 50"" - 55""",4K LED,Brand BB,"55"" 4K UHD HDR Smart LED TV, NU6900 Series",379.99000000000001,329.99000000000001,12,4.5999999999999996
TV&Home Theater,"TVS 65""",4K LED,Brand BB,"65"" 4K UHD HDR Smart LED TV, NU6900 Series",479.99000000000001,429.99000000000001,12,4.5999999999999996
TV&Home Theater,"TVS 65""",4K LED,Brand BB,"65"" 4K UHD HDR Smart LED TV, 7 Series",699.99000000000001,599.99000000000001,12,4.7000000000000002
TV&Home Theater,"TVS 70"" - 75""",4K QLED,Brand BB,"75"" 4K UHD HDR Smart QLED TV, Q70 Series",2199.9899999999998,1999.99,12,4.7000000000000002
TV&Home Theater,"TVS 65""",4K QLED,Brand BB,"65"" 4K UHD HDR Smart QLED TV, Q70 Series",1399.99,1199.99,12,4.7000000000000002
TV&Home Theater,"TVS 65""",4K LED,Brand DD,"65"" 4K UHD HDR Smart LED TV, X800G Series",899.99000000000001,699.99000000000001,12,4.7000000000000002
TV&Home Theater,"TVS 65""",4K LED,Brand DD,"65"" 4K UHD HDR Smart LED TV, X900F Series",1299.99,1099.99,12,4.7999999999999998
TV&Home Theater,"TVS 50"" - 55""",4K OLED,Brand DD,"55"" 4K UHD HDR Smart OLED TV, A8G Series",1799.99,1499.99,12,4.7999999999999998
TV&Home Theater,"TVS 65""",4K OLED,Brand DD,"65"" 4K UHD HDR Smart OLED TV, A8G Series",2499.9899999999998,1999.99,12,4.7999999999999998
TV&Home Theater,"TVS 50"" - 55""",4K LED,Brand EE,"50"" 4K UHD HDR Smart LED Roku TV",279.99000000000001,249.99000000000001,12,4.5999999999999996
TV&Home Theater,"TVS 50"" - 55""",4K LED,Brand EE,"55"" 4K UHD HDR Smart LED Roku TV, 4 Series",319.99000000000001,279.99000000000001,12,4.5999999999999996
TV&Home Theater,"TVS 65""",4K LED,Brand EE,"65"" 4K UHD HDR Smart LED Roku TV, 4 Series",449.99000000000001,399.99000000000001,12,4.5
TV&Home Theater,"TVS 30"" to 45""",720p LED Smart,Brand O,"32"" LED 720p Smart TV, H5500 Series",149.99000000000001,79.989999999999995,12,4.5
TV&Home Theater,"TVS 70"" - 75""",4K LED,Brand BB,"70"" 4K UHD HDR Smart LED TV, 6 Series",599.99000000000001,549.99000000000001,15,4.0999999999999996
TV&Home Theater,"TVS 65""",4K QLED,Brand BB,"65"" 4K UHD HDR Smart QLED TV, Q60 Series",1099.99,999.99000000000001,15,4.7000000000000002
TV&Home Theater,"TVS 65""",4K QLED,Brand BB,"65"" 4K UHD HDR Smart QLED TV, Q80 Series",1799.99,1699.99,15,4.7000000000000002
TV&Home Theater,"TVS 70"" - 75""",4K QLED,Brand BB,"75"" 4K UHD HDR Smart QLED TV, Q60 Series",1299.99,1199.99,15,4.7999999999999998
TV&Home Theater,Video,Blu-Ray Players,Brand W,Streaming Audio Blu-Ray Player ,69.989999999999995,49.990000000000002,15,4.5
Video Gaming,PC Gaming,Gaming Desktop,Brand F,"Gamer Supreme Liquid Cool Gaming Desktop, AMD Ryzen 7 3700X",1499.99,1049.99,10,5
Video Gaming,PC Gaming,Gaming Laptop,Brand P,"15.6"" Gaming Laptop, AMD Ryzen 5, 8GB Ram, NVIDIA GeForce GTX 1050, 25",799.99000000000001,449.99000000000001,10,5
Video Gaming,PC Gaming,Gaming Laptop,Brand C,"15.6"" Gaming Laptop, Intel Core i5, 8GB RAM, NVIDIA GeForce GTX 1650, 51",879.99000000000001,579.99000000000001,12,4.2999999999999998
Video Gaming,PC Gaming,Gaming Laptop,Brand C,"17.3"" Gaming Laptop, Intel Core i7, 16GB RAM, NVIDIA GeForce GTX 1660 T",1399.99,899.99000000000001,12,4.4000000000000004
Video Gaming,PC Gaming,Gaming Desktop,Brand F,"Gamer Master Gaming Desktop, AMD Ryzen 5 3600, 8GB Memory ",819.99000000000001,599.99000000000001,12,5
Video Gaming,Console Game Systems,Consoles,Brand DD,1TB Fortnite Neo Versa Console Bundle - Jet Black,299.89999999999998,229.99000000000001,15,4.7999999999999998
Video Gaming,PC Gaming,Gaming Desktop,Brand F,"Gamer Master Gaming Desktop, AMD Ryzen 3 2300X, 8GB Memory",599.99000000000001,479.99000000000001,15,4.7000000000000002
Video Gaming,Console Game Systems,Consoles,Brand GG,32GB Console - Gray Joy-Con + 2 more items,424.99000000000001,384.99000000000001,15,4.5999999999999996
Video Gaming,PC Gaming,Gaming Desktop,Brand Q,"Gaming Desktop, Intel Core i5-9400F, 8GB RAM, NVIDIA GeForce G",849.99000000000001,649.99000000000001,15,4.7000000000000002
Video Gaming,PC Gaming,Gaming Desktop,Brand Q,"Gaming Desktop, Intel Core i7-9700K, 16GB RAM, NVIDIA GeForce",1699.99,1499.99,15,4.7000000000000002
Video Gaming,Console Game Systems,Consoles,Brand Y,1TB Star Wars Jedi: Fallen Order Deluxe Edition Console Bundle,499.99000000000001,299.99000000000001,15,4.7999999999999998
Video Gaming,PC Gaming,Gaming Laptop,Brand Z,"15.6"" Gaming Laptop, Intel Core i7, 32GB RAM, NVIDIA GeForce RTX 2060, 5",1799.99,1399.99,15,4.5999999999999996
Video Gaming,Console Game Systems,Consoles,Brand Y,1TB NBA 2K20 Bundle - Black,499.99000000000001,299.99000000000001,20,4.7999999999999998
































































































































































































































































































































































































































































































































































































































































































































































































































































































